#gravity: 0.0 -9.81 0.0 
#Time: 0.0 
#nstep: 2000000 
#timestep: 1.0e-6 
#nprint: 1000 
#nenergy: 1000 
-0.01	0	 0.0 	0	0	 0.0 	0.005	1	10	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
0.01	0	 0.0 	0	0	 0.0 	0.005	1	10	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
-0.015	0.00866025	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
0.015	0.00866025	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
-0.02	0.0173205	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
0.02	0.0173205	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
-0.025	0.0259808	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
0.025	0.0259808	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
-0.03	0.034641	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
0.03	0.034641	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
-0.035	0.0433013	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
0.035	0.0433013	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
-0.04	0.0519615	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
0.04	0.0519615	 0.0 	0	0	 0.0 	0.005	1	1	 1.0e9 	 0.01 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0	 0.0   	 0.0  	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0 
